OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species	X1.1	X1.2	X1.3	X1.4	X1.7	X1.8	X2.1	X2.2	X3.1	X3.2	X4.1	X6.2	c.1	c.3
KC331460.1.1502	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__uncultured	g__uncultured	NA	0.00240280647796626	0.00109232315288155	0.00676927763346054	0.0040959098244493	0.000920691623547609	0.00324706951975842	0	0	0.00101267873779722	0.000970920918491189	0	0.00116596320220134	0.0233826968043648	0.0218269125832151
EU464199.1.1399	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__p-2534-18B5_gut_group	g__p-2534-18B5_gut_group	NA	0.000800935492655422	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ264313.1.1452	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Rurimicrobium	NA	0.00240280647796626	0.00436929261152619	0.0050769582250954	0.00163836392977972	0.00276207487064283	0.00974120855927525	0	0	0	0	0	0	0	0
FR687203.1.1411	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__Fulvivirga	NA	0.0432505166033928	0.0131078778345786	0.0101539164501908	0.00983018357867833	0.0174931408474046	0.0238118431448951	0.0143983297937439	0.0259735070228367	0.0486085794142666	0.0213602602068062	0.0279386365945342	0.0163234848308187	0.000974279033515199	0.00155906518451536
AY218831.1.1457	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Nostocaceae	g__Cylindrospermum_CENA33	NA	0.00160187098531084	0.0021846463057631	0.00338463881673027	0.0139260934031276	0.000920691623547609	0.00108235650658614	0.00719916489687196	0.00998981039339873	0.00303803621339166	0	0.00761962816214569	0.00116596320220134	0	0
EU768043.1.1334	d__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Coprococcus	NA	0.000800935492655422	0	0	0	0	0.00108235650658614	0	0.00199796207867975	0	0	0	0.00116596320220134	0	0
JN119192.1.1380	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Roseobacter	NA	0.0192224518237301	0.00764626207017084	0.00169231940836513	0.00491509178933917	0.00184138324709522	0.0129882780790337	0.00479944326458131	0.00199796207867975	0.00303803621339166	0.000970920918491189	0.00338650140539808	0.00699577921320803	0	0.00155906518451536
KU515212.1.1490	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Massilia	NA	1.48573533887581	1.58496089483113	0.3494639578274	0.29572468932524	4.09155357504557	0.984944420993387	0.0191977730583252	0.0619368244390721	0.446591323368575	0.144667216855187	0.00931287886484473	0.0233192640440268	0.0574824629773967	0.0226064451754728
EU722403.1.1466	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	NA	0.0184215163310747	0.0021846463057631	0	0.000819181964889861	0.00276207487064283	0.00216471301317228	0.00239972163229065	0.00199796207867975	0.00202535747559444	0	0.000846625351349521	0.00233192640440268	0.0516367887763055	0.00857485851483451
EU804033.1.1472	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Sporichthyaceae	g__hgcI_clade	NA	0.015217774360453	0.0152925241403417	0.00930775674600824	0.00901100161378847	0.0128896827296665	0.0194824171185505	0.00359958244843598	0.00399592415735949	0.00607607242678333	0.00776736734792951	0.0101595042161942	0.00466385280880535	0.00779423226812159	0.0155906518451536
KX014165.1.1447	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Marivivens	NA	0.00320374197062169	0.0021846463057631	0	0.000819181964889861	0	0.00108235650658614	0	0	0	0.000970920918491189	0	0	0	0
KF037754.1.1486	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Blastocatellales	f__Blastocatellaceae	g__uncultured	NA	0.0905057106700626	0.184602612836982	0.404464338599267	0.450550080689424	1.1738818200232	0.129882780790337	0.183578704870235	0.371620946634433	0.265321829302872	0.256323122481674	4.90958041247587	0.159736958701583	0.24746687451286	0.0584649444193262
JQ427566.1.1424	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__LWQ8	g__LWQ8	NA	0.0440514520960482	0.0884781753834054	0.138770191485941	0.0581619195071801	0.0911484707312133	0.263012631100432	0.0503941542781037	0.0699286727537911	0.0941791226151416	0.104859459197048	0.00253987605404856	0.00233192640440268	0.151013250194856	0.242434636192139
EF188441.1.1496	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Lawsonella	NA	0.000800935492655422	0.0021846463057631	0	0.000819181964889861	0.000920691623547609	0.00108235650658614	0.00239972163229065	0.00199796207867975	0	0	0	0	0.000974279033515199	0.00467719555354609
JQ769847.1.1464	d__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Caldilineales	f__Caldilineaceae	g__uncultured	NA	0.0296346132282506	0.0491545418796697	0.0583850195885972	0.0360440064551539	0.0487966560480233	0.154776980441818	0.0227973555067612	0.0519470140456734	0.0374691132984972	0.0912665663381717	0.00931287886484473	0.00816174241540937	0.0886593920498831	0.051449151089007
GU117994.1.1388	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Actibacterium	NA	0.00881029041920964	0.00109232315288155	0	0.00327672785955944	0.000920691623547609	0.00108235650658614	0.00239972163229065	0.00199796207867975	0.00101267873779722	0.000970920918491189	0.00253987605404856	0.00116596320220134	0	0
JQ738708.1.1510	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Gaiellales	f__uncultured	g__uncultured	NA	0.0464542585740145	0.116878577358326	0.0744620539680659	0.053246827717841	0.0672104885189755	0.146118128389129	0.0419951285650864	0.0719266348324709	0.0759509053347916	0.0747609107238215	0.0550306478377189	0.0489704544924562	2.86730319563523	2.63715875960774
EU134440.1.1386	d__Bacteria	p__Bdellovibrionota	c__Oligoflexia	o__0319-6G20	f__0319-6G20	g__0319-6G20	NA	0.257901228635046	0.0906628216891685	0.229309279833476	0.0466933719987221	0.0966726204724989	0.135294563323267	0.055193597542685	0.0639347865177519	0.187345566492486	0.111655905626487	0.00338650140539808	0.00582981601100669	0.167575993764614	0.0787327918180259
HQ114154.1.1516	d__Bacteria	p__Planctomycetota	c__vadinHA49	o__vadinHA49	f__vadinHA49	g__vadinHA49	NA	0.0256299357649735	0.00873858522305239	0.0330002284631201	0.0040959098244493	0.0147310659767617	0.0335530517041703	0.00719916489687196	0.00998981039339873	0.0141775023291611	0.00776736734792951	0.00507975210809712	0.00233192640440268	0.02435697583788	0.0155906518451536
LC026883.1.1411	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Craurococcus-Caldovatus	NA	0.0792926137728867	0.0535238344911959	0.0406156658007632	0.131888296347268	0.157438267626641	0.213224231797469	0.251970771390519	0.103894028091347	0.140762344553814	0.511675324044857	0.081276033729554	0.480376839306951	0.0214341387373344	0.0381970970206264
LN560623.1.1352	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Sanguibacteraceae	g__Sanguibacter	NA	0.00400467746327711	0.00327696945864465	0.0025384791125477	0.00245754589466958	0	0.00216471301317228	0	0	0	0	0	0	0.000974279033515199	0.00233859777677305
EU869413.1.1341	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Ruegeria	NA	0.0176205808384193	0.00873858522305239	0.0025384791125477	0.00655345571911889	0.00368276649419044	0.0119059215724475	0.00119986081614533	0.00199796207867975	0.0172155385425528	0.00388368367396476	0.0042331267567476	0.00466385280880535	0.0019485580670304	0.000779532592257682
JF703416.1.1393	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiales_Incertae_Sedis	g__Bauldia	NA	0.0104121614045205	0.0131078778345786	0.0177693537878339	0.0131069114382378	0.00920691623547609	0.0281412691712396	0.0131984689775986	0.0119877724720785	0.0131648235913639	0.0262148647992621	0.00592637745944665	0.0151575216286174	0.034099766173032	0.00857485851483451
KP715289.1.1405	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylocapsa	NA	0.000800935492655422	0	0.000846159704182567	0	0	0	0.00119986081614533	0	0	0	0	0	0	0
AJ871304.1.1448	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Geodermatophilaceae	g__Modestobacter	NA	0.0440514520960482	0.225018569493599	0.025384791125477	0.0614386473667396	0.0534001141657613	0.0497883993029624	0.0119986081614533	0.00998981039339873	0.00708875116458055	0.035924073984174	0.00507975210809712	0.156239069094979	0.00779423226812159	0.00467719555354609
EU835410.1.1538	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__uncultured	NA	0.319573261569513	0.128894132040023	0.0516157419551366	0.113866293119691	0.0865450126134752	0.191577101665747	0.136784133040567	0.0639347865177519	0.229878073479969	0.0699063061313656	0.0457177689728741	0.152741179488375	0.02435697583788	0.0124725214761229
JN540273.1.1423	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Oxobacteraceae	g__Oxobacter	NA	0.000800935492655422	0	0	0	0	0	0	0	0	0	0	0	0.000974279033515199	0
DQ990943.1.1463	d__Bacteria	p__Chloroflexi	c__Chloroflexia	o__Kallotenuales	f__AKIW781	g__AKIW781	NA	0.173002066413571	0.055708480796959	0.122693157106472	0.219540766590483	0.122451985931832	0.159106406468162	0.448747945238352	0.261733032307047	0.558998663264066	0.402932181173843	1.91845304615801	0.293822726954737	0.149064692127825	0.236198375454078
FJ202550.1.1402	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Thalassobius	NA	0.0112130968971759	0.0021846463057631	0	0.00163836392977972	0.000920691623547609	0.00432942602634456	0.00119986081614533	0.00399592415735949	0.00101267873779722	0	0.00169325070269904	0.00116596320220134	0	0
KT229616.1.1375	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__Roseivirga	NA	0.00881029041920964	0.00873858522305239	0.0050769582250954	0.0040959098244493	0.00460345811773804	0.0054117825329307	0.00599930408072664	0.00199796207867975	0.00607607242678333	0.00582552551094713	0.00338650140539808	0.00582981601100669	0.000974279033515199	0
KF037644.1.1534	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Pyrinomonadales	f__Pyrinomonadaceae	g__RB41	NA	0.0688804523683662	0.15510988770918	0.472157114933873	1.51712499897602	0.807446553851253	0.178588823586713	0.237572441596775	0.651335637649597	0.513428120063191	0.470896645468227	6.90253648955264	5.49518457197491	7.98129384255651	0.82396595001637
FN396769.1.1403	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcales-Tissierellales	g__Tepidimicrobium	NA	0.000800935492655422	0.00109232315288155	0.000846159704182567	0	0	0	0	0	0.00101267873779722	0	0.000846625351349521	0	0	0
KF494605.1.1450	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__uncultured	NA	0.0240280647796626	0.0491545418796697	0.0473849434342238	0.0368631884200437	0.0616863387776898	0.093082659566408	0.0299965204036332	0.0199796207867975	0.0222789322315389	0.0543715714355066	0.0118527549188933	0.0466385280880535	0.444271239282931	0.123945682168971
GQ870456.1.1465	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Spirosomaceae	g__Emticicia	NA	0.00160187098531084	0	0	0	0.000920691623547609	0.00108235650658614	0.00119986081614533	0	0.00303803621339166	0.000970920918491189	0.00253987605404856	0.00116596320220134	0	0
FR823377.1.1518	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__Desulfoconvexum	NA	0.000800935492655422	0	0	0	0	0	0	0	0	0	0	0	0	0
KT122145.1.1485	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__Sphingobacteriales	g__Sphingobacteriales	NA	0.00160187098531084	0.00436929261152619	0.00592311792927797	0.00327672785955944	0.00276207487064283	0.0119059215724475	0	0.00199796207867975	0	0.000970920918491189	0.000846625351349521	0.00349788960660402	0.000974279033515199	0
AB608673.1.1453	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Azohydromonas	NA	0.000800935492655422	0	0.0025384791125477	0	0.00368276649419044	0.00108235650658614	0	0	0	0.000970920918491189	0.000846625351349521	0	0.0019485580670304	0
MG232318.1.1450	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonadaceae	NA	0.00800935492655422	0.00436929261152619	0.0186155134920165	0.0172028212626871	0.00920691623547609	0.038964834237101	0.0179979122421799	0.0499490519669937	0.0162028598047555	0.0475751250060683	0.00253987605404856	0.0314810064594361	0.00584567420109119	0.00155906518451536
GQ093820.1.1376	d__Bacteria	p__Myxococcota	c__Polyangia	o__mle1-27	f__mle1-27	g__mle1-27	NA	0.0728851298316434	0.0273080788220387	0.0346925478714853	0.0106493655435682	0.0101276078590237	0.0400471907436872	0.00119986081614533	0.015983696629438	0.0151901810669583	0.015534734695859	0.00253987605404856	0	0.0574824629773967	0.112252693285106
HQ697763.1.1483	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__Imperialibacter	NA	0.00560654844858795	0.00327696945864465	0.00338463881673027	0.00327672785955944	0.00368276649419044	0	0.00239972163229065	0.00998981039339873	0.00708875116458055	0.00485460459245594	0.00253987605404856	0.00116596320220134	0	0.000779532592257682
KX823649.1.1491	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Rhodoferax	NA	0.0961122591186506	0.045877572421025	0.0516157419551366	0.0221179130520262	0.0331448984477139	0.168847615027438	0.00839902571301729	0.0119877724720785	0.0283550046583222	0.0174765765328414	0.0110061295675438	0.00699577921320803	0.0214341387373344	0.0109134562916076
AB374376.1.1510	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__uncultured	NA	0.0560654844858795	0.176956350766811	0.107462282431186	0.155644573329074	0.0837829377428324	0.269506770139949	0.0155981906098893	0.00399592415735949	0.0202535747559444	0.0291276275547357	0.021165633783738	0.334631439031784	0.110093530787217	0.0413152273896572
HE981224.1.1443	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Chromobacteriaceae	g__Paludibacterium	NA	0.000800935492655422	0	0	0	0.000920691623547609	0	0	0	0	0	0	0	0	0
DQ066979.1.1342	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Parablastomonas	NA	0.00160187098531084	0.0021846463057631	0.00338463881673027	0.00245754589466958	0.000920691623547609	0.00324706951975842	0.00239972163229065	0.00998981039339873	0.00405071495118888	0.00582552551094713	0.000846625351349521	0.00466385280880535	0	0
FPLS01016694.11.1489	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__OM27_clade	NA	0.00800935492655422	0.0109232315288155	0.0143847149711036	0.0106493655435682	0.0128896827296665	0.0227294866383089	0.00119986081614533	0.00199796207867975	0.00405071495118888	0.00388368367396476	0.0270920112431847	0.00116596320220134	0.0126656274356976	0.0904257807018911
JN899241.1.1441	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__Nafulsella	NA	0.00320374197062169	0.00109232315288155	0.000846159704182567	0	0.00184138324709522	0.00108235650658614	0.00239972163229065	0	0.00303803621339166	0.00291276275547357	0.0042331267567476	0	0	0
KM200466.1.1461	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Acidisphaera	NA	0.0120140323898313	0.0021846463057631	0.000846159704182567	0.000819181964889861	0.00552414974128565	0.00216471301317228	0.00119986081614533	0	0.0162028598047555	0.00582552551094713	0.0330183887026313	0.0524683440990602	0	0
JX504370.1.1485	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Xenococcaceae	g__uncultured	NA	0.00240280647796626	0.00436929261152619	0.000846159704182567	0.00491509178933917	0.000920691623547609	0	0.0107987473453079	0.0199796207867975	0.00911410864017499	0.00582552551094713	0.00677300281079617	0.00349788960660402	0	0.00233859777677305
MNUP01000012.3368.4921	d__Bacteria	p__Desantisbacteria	c__Desantisbacteria	o__Desantisbacteria	f__Desantisbacteria	g__Desantisbacteria	NA	0.000800935492655422	0	0	0	0	0	0	0	0	0.000970920918491189	0	0	0	0
LN833480.1.1526	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Carnobacterium	NA	0.000800935492655422	0.00109232315288155	0	0.000819181964889861	0.00184138324709522	0	0	0	0	0	0	0	0	0.00155906518451536
EU331399.1.1361	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Ciceribacter	NA	0.00160187098531084	0	0.000846159704182567	0	0.000920691623547609	0.00108235650658614	0	0.00199796207867975	0	0.000970920918491189	0	0	0	0
EF018796.1.1396	d__Bacteria	p__Acidobacteriota	c__Holophagae	o__Holophagales	f__Holophagaceae	g__uncultured	NA	0.00160187098531084	0.0021846463057631	0.00423079852091284	0.00245754589466958	0.00184138324709522	0.00432942602634456	0	0	0.00202535747559444	0.000970920918491189	0.00169325070269904	0.00116596320220134	0.00876851130163679	0.00311813036903073
FJ671280.1.1383	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	g__Citricoccus	NA	0.00160187098531084	0	0.000846159704182567	0.000819181964889861	0.000920691623547609	0	0	0	0	0	0	0.00116596320220134	0.000974279033515199	0.00155906518451536
FJ364818.1.1361	d__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__[Ruminococcus]_gauvreauii_group	NA	0.000800935492655422	0	0	0	0	0	0	0	0	0	0	0	0	0
JQ196336.1.1295	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Planktomarina	NA	0.0200233873163855	0.00109232315288155	0.00169231940836513	0.00573427375422903	0.00460345811773804	0.00649413903951684	0.00359958244843598	0.00399592415735949	0.00911410864017499	0.00679644642943832	0.00761962816214569	0.0139915584264161	0	0
DQ640643.1.1428	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Wenxinia	NA	0.0120140323898313	0.00109232315288155	0	0.00327672785955944	0.000920691623547609	0.00432942602634456	0.00119986081614533	0.00199796207867975	0.00708875116458055	0	0.00338650140539808	0.00116596320220134	0	0
MG549306.1.1461	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Nostocaceae	g__Dolichospermum_NIES41	NA	0.0160187098531084	0.00546161576440774	0.00423079852091284	0.0188411851924668	0.00276207487064283	0.0108235650658614	0.0215974946906159	0.0139857345507582	0.0101267873779722	0.0194184183698238	0.0186257577296895	0.00466385280880535	0	0.00389766296128841
HQ189065.1.1332	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Phormidiaceae	g__Kamptonema_PCC-6407	NA	0.00961122591186506	0.0131078778345786	0.0338463881673027	0.023756276981806	0.00460345811773804	0.00324706951975842	0.058793179991121	0.0459531278096342	0.0374691132984972	0.0446623622505947	0.0287852619458837	0.0128255952242147	0.000974279033515199	0.00701579333031914
FPLK01000413.11.1475	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__alphaI_cluster	NA	0.00480561295593253	0.00764626207017084	0.00846159704182567	0.00819181964889861	0.00736553298838087	0.00974120855927525	0.00479944326458131	0.00199796207867975	0.00607607242678333	0.00388368367396476	0	0.00816174241540937	0.00779423226812159	0.00155906518451536
JN825305.1.1443	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Eurycoccales	f__Eurycoccales_Incertae_Sedis	g__Candidatus_Gloeomargarita	NA	0.000800935492655422	0.00109232315288155	0.00169231940836513	0.0040959098244493	0	0.00216471301317228	0.0107987473453079	0.00998981039339873	0.0131648235913639	0.00776736734792951	0.00169325070269904	0.00349788960660402	0	0.00233859777677305
GU235644.1.1296	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Ascidiaceihabitans	NA	0.0104121614045205	0.0021846463057631	0.00169231940836513	0.0040959098244493	0.00368276649419044	0.00649413903951684	0.00119986081614533	0.00199796207867975	0.00405071495118888	0.000970920918491189	0.00169325070269904	0.00116596320220134	0	0.000779532592257682
FJ826218.1.1429	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Limimaricola	NA	0.0128149678824867	0.00546161576440774	0	0.00737263768400875	0.00184138324709522	0.00432942602634456	0.00359958244843598	0.00399592415735949	0.0111394661157694	0.000970920918491189	0.00169325070269904	0.00233192640440268	0	0
KF712709.1.1450	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Bosea	NA	0.0160187098531084	0.0262157556691572	0.00761543733764311	0.0172028212626871	0.0267000570828807	0.0281412691712396	0.00599930408072664	0.00399592415735949	0.0141775023291611	0.0223311811252973	0.00592637745944665	0.0139915584264161	0.00487139516757599	0.00935439110709219
JN443576.1.1203	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfohalobiaceae	g__Desulfovermiculus	NA	0.00160187098531084	0	0.000846159704182567	0.00163836392977972	0.000920691623547609	0	0	0	0.00101267873779722	0	0.000846625351349521	0	0.0029228371005456	0.00155906518451536
KX502884.1.1397	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Kineosporiales	f__Kineosporiaceae	g__Kineococcus	NA	0.00720841943389879	0.00655393891728929	0.00169231940836513	0.00655345571911889	0.0331448984477139	0.0227294866383089	0.00119986081614533	0.00199796207867975	0	0.000970920918491189	0.0042331267567476	0.00932770561761071	0	0.00311813036903073
HF677127.1.1327	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Lacibacter	NA	0.00800935492655422	0.00436929261152619	0.0177693537878339	0.00163836392977972	0.00276207487064283	0.00757649554610298	0.00359958244843598	0	0.00607607242678333	0.00194184183698238	0.00253987605404856	0.00699577921320803	0.0019485580670304	0
AB820727.1.1389	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Phormidiaceae	g__Phormidiaceae	NA	0.00480561295593253	0.0349543408922095	0.056692700180232	0.0163836392977972	0.0138103743532141	0.00108235650658614	0.0947890044754808	0.0499490519669937	0.0303803621339166	0.0388368367396476	0.0135460056215923	0.00582981601100669	0	0.00155906518451536
EF537057.1.1411	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Desertifilaceae	g__Hormoscilla_SI04-45	NA	0.00240280647796626	0	0.00169231940836513	0.00163836392977972	0	0	0.00599930408072664	0.00799184831471899	0.00405071495118888	0.00194184183698238	0.000846625351349521	0	0.000974279033515199	0
EF540408.1.1457	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__B1-7BS	g__B1-7BS	NA	0.00560654844858795	0.0021846463057631	0.0177693537878339	0.00983018357867833	0.00736553298838087	0.0454589732766179	0	0	0.00101267873779722	0.000970920918491189	0.0380981408107284	0.00116596320220134	0.0740452065471551	0.0155906518451536
EU487877.1.1479	d__Bacteria	p__Chloroflexi	c__Dehalococcoidia	o__vadinBA26	f__vadinBA26	g__vadinBA26	NA	0.000800935492655422	0	0	0.000819181964889861	0	0	0	0	0.00101267873779722	0	0.000846625351349521	0	0.000974279033515199	0.00155906518451536
JN430737.1.1307	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Coleofasciculaceae	g__Coleofasciculus_PCC-7420	NA	0.0272318067502843	0.0294927251278018	0.0609234987011449	0.335045423639953	0.0386690481889996	0.0303059821844119	0.6035299905211	0.519470140456734	0.520516871227772	0.157289188795573	0.134613430864574	0.0244852272462281	0.0019485580670304	0.0265041081367612
EF018272.1.1351	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__uncultured	g__uncultured	NA	0.00961122591186506	0.0109232315288155	0.0160770343794688	0.00737263768400875	0.00920691623547609	0.038964834237101	0.00239972163229065	0.0199796207867975	0.00708875116458055	0.0106801301034031	0.019472383081039	0.00466385280880535	0.0662509742790335	0.0241655103599882
JQ712903.1.1436	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Phormidiaceae	g__uncultured	NA	0.0232271292870072	0.0600777734084852	0.0761543733764311	0.0917483800676644	0.0257793654593331	0.0205647736251366	0.107987473453079	0.105891990170027	0.0749382265969944	0.0504878877615418	0.0279386365945342	0.00816174241540937	0	0.00623626073806146
JN825432.1.1388	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Mooreiaceae	g__Mooreia	NA	0.00160187098531084	0.00109232315288155	0	0.000819181964889861	0.000920691623547609	0	0.00119986081614533	0	0.00101267873779722	0.000970920918491189	0.00338650140539808	0.00116596320220134	0	0
AB067580.1.1462	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Microcystaceae	g__UCYN-C	NA	0.00400467746327711	0	0.000846159704182567	0.0040959098244493	0.000920691623547609	0.00108235650658614	0.00599930408072664	0.00599388623603924	0.00810142990237777	0.000970920918491189	0.00169325070269904	0	0	0
AY218591.1.1459	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__ST-12K33	g__ST-12K33	NA	0.00480561295593253	0.00436929261152619	0	0.00327672785955944	0.00276207487064283	0.00974120855927525	0.00359958244843598	0	0.00303803621339166	0	0	0	0.000974279033515199	0.000779532592257682
JQ800761.1.1451	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Nostocaceae	g__Anabaena_HBU1	NA	0.000800935492655422	0	0	0.00327672785955944	0	0	0	0.00199796207867975	0.00101267873779722	0	0.00253987605404856	0.00116596320220134	0	0
JX406209.1.1487	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Undibacterium	NA	0.0272318067502843	0.0196618167518679	0.00930775674600824	0.00737263768400875	0.0257793654593331	0.0248941996514812	0.00359958244843598	0.00199796207867975	0.00607607242678333	0.00776736734792951	0	0.00116596320220134	0.000974279033515199	0.000779532592257682
MF092409.1.1509	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Microbacterium	NA	0.0280327422429398	0.0578931271027221	0.0321540687589376	0.0335864605604843	0.0285414403299759	0.0292236256778258	0.00479944326458131	0.00998981039339873	0.00506339368898611	0.0446623622505947	0.00507975210809712	0.00233192640440268	0.00876851130163679	0.00701579333031914
